WKT;CUSEC
MULTIPOLYGON (((-3.658087834499482 40.396330933940675,-3.658711784062044 40.395061614126149,-3.658945668574555 40.3951458570642,-3.660603436132619 40.395717486966262,-3.660799293021259 40.395783970252552,-3.66050005053179 40.396285674409896,-3.660399893152638 40.396475419292884,-3.660236842763336 40.39675111854654,-3.658817919352054 40.396281725646858,-3.658673832650077 40.396381681609121,-3.658605926412977 40.396481131434406,-3.658087834499482 40.396330933940675)));2807913172
MULTIPOLYGON (((-3.659090870600024 40.397158594859711,-3.658669135456324 40.397034847355613,-3.658185753510838 40.396897976139059,-3.658033220312638 40.396849283496159,-3.657657612124265 40.39673427525976,-3.657897558246054 40.396264464764037,-3.658087834499482 40.396330933940675,-3.658605926412977 40.396481131434406,-3.658673832650077 40.396381681609121,-3.658817919352054 40.396281725646858,-3.660236842763336 40.39675111854654,-3.660210833133036 40.396800826041158,-3.660083728899538 40.397053805212487,-3.659912796055278 40.397392612585001,-3.659090870600024 40.397158594859711)));2807913173
MULTIPOLYGON (((-3.659912796055278 40.397392612585001,-3.660083728899538 40.397053805212487,-3.660210833133036 40.396800826041158,-3.660236842763336 40.39675111854654,-3.660399893152638 40.396475419292884,-3.661179958769564 40.396673670407907,-3.662197312264375 40.396938196882118,-3.662843008355002 40.39710563744309,-3.662917551432405 40.397123215660635,-3.663074106511559 40.397162856186291,-3.663185956086692 40.397189283430762,-3.663164986890465 40.397234404075618,-3.663039526226687 40.3975054096123,-3.663010067790939 40.397577665618869,-3.662984458894432 40.397636335467766,-3.662876081166974 40.397925283552219,-3.662720654812879 40.398263988084707,-3.661081949252847 40.397732838885624,-3.66075455791344 40.397653633844563,-3.659912796055278 40.397392612585001)));2807913174
MULTIPOLYGON (((-3.660838900083631 40.399049536421032,-3.66068855793487 40.399000857314576,-3.660029856268547 40.398819920372517,-3.660130854208259 40.398639171152048,-3.660477719022158 40.397961495542326,-3.659728050707134 40.397740557132757,-3.659912796055278 40.397392612585001,-3.66075455791344 40.397653633844563,-3.661081949252847 40.397732838885624,-3.662720654812879 40.398263988084707,-3.662408849655228 40.398495540619599,-3.662364564053094 40.398527307184679,-3.662313371817678 40.398563632249768,-3.662069386137479 40.398763223046601,-3.661862362814951 40.398908560774245,-3.661812192337508 40.398940379730888,-3.661579466827867 40.399090368597868,-3.661317824529407 40.399145903594558,-3.660838900083631 40.399049536421032)));2807913175
MULTIPOLYGON (((-3.658682418514863 40.398399659849886,-3.658546882783357 40.398359876558565,-3.658391397330075 40.398315740900081,-3.658309401359963 40.398289139060765,-3.658423427871317 40.398085789913921,-3.658605014853732 40.398165831222286,-3.658750549455023 40.397872247466452,-3.658955248333564 40.397411622239275,-3.659090870600024 40.397158594859711,-3.659912796055278 40.397392612585001,-3.659728050707134 40.397740557132757,-3.660477719022158 40.397961495542326,-3.660130854208259 40.398639171152048,-3.660029856268547 40.398819920372517,-3.659674123895073 40.398704818814601,-3.65929203039993 40.398571879830072,-3.658682418514863 40.398399659849886)));2807913176
MULTIPOLYGON (((-3.657684411281119 40.398053991808602,-3.65743229648879 40.397992341214845,-3.657268548440391 40.397889652322213,-3.657180628706889 40.397633408418315,-3.657657612124265 40.39673427525976,-3.658033220312638 40.396849283496159,-3.658185753510838 40.396897976139059,-3.658669135456324 40.397034847355613,-3.659090870600024 40.397158594859711,-3.658955248333564 40.397411622239275,-3.658750549455023 40.397872247466452,-3.658605014853732 40.398165831222286,-3.658423427871317 40.398085789913921,-3.658309401359963 40.398289139060765,-3.658270250275371 40.398275875353043,-3.658215896026781 40.398258156697182,-3.657997855366073 40.398173786153194,-3.657684411281119 40.398053991808602)));2807913177
MULTIPOLYGON (((-3.647203382391964 40.398608476501572,-3.64740956359174 40.398418150351418,-3.647536584223286 40.398300294823073,-3.64768425249849 40.398105773279184,-3.647707436340979 40.398065129545913,-3.648327120180513 40.397674288397361,-3.649168751009554 40.397120004740962,-3.649940455538153 40.39660663899619,-3.650709793866767 40.396084318252754,-3.651166377723067 40.395775414527819,-3.651686871056758 40.395448181990744,-3.652683695172199 40.395951586781713,-3.654414090306022 40.39668509147198,-3.654703290270457 40.396814090649507,-3.654808008548389 40.396867557614044,-3.654842064644443 40.396885374818034,-3.654869869764223 40.396903208495431,-3.654891745232107 40.396916643278743,-3.654907750014615 40.396934562698853,-3.654924453298206 40.396947954697417,-3.654968691752183 40.396992781994605,-3.654987680000311 40.397015183642225,-3.655008982669044 40.397046595678241,-3.655029126859886 40.397073490809916,-3.655047162565346 40.397109461024634,-3.655066048428484 40.397163359909293,-3.65507642985064 40.3972083555417,-3.655081844926374 40.397266889336201,-3.655081723962247 40.397293921787636,-3.655077337664342 40.397334483025055,-3.655069594574041 40.397375081297319,-3.655057782412992 40.39741116204091,-3.655046680070566 40.397438292738606,-3.655023427804924 40.397474438286565,-3.654988575469394 40.397524176683341,-3.654962430989142 40.397560397160746,-3.654933608812696 40.397592074200894,-3.654882543123892 40.397641922415723,-3.65475220771213 40.397759782244684,-3.654547295627955 40.397932068176303,-3.654551108296738 40.397864482950254,-3.65455139717174 40.397819480928028,-3.654546468605536 40.397733876558526,-3.654538340361618 40.397657353441183,-3.653369382705787 40.39839823308494,-3.652129905745019 40.399202488334723,-3.651532127465468 40.398651781398165,-3.650628636847803 40.399247002624115,-3.650183996047244 40.399537754807454,-3.650211694958122 40.399582654387011,-3.649998146144161 40.399741498710576,-3.649557131195526 40.400023295581413,-3.649143207467329 40.400372413112279,-3.649044411429399 40.400282929129347,-3.648349098102821 40.399656179624237,-3.648106487576544 40.399436790105888,-3.647881394263347 40.399235348918509,-3.6476666746518 40.399038352820014,-3.647603515970682 40.398980124084432,-3.647203382391964 40.398608476501572)));2807913178
MULTIPOLYGON (((-3.652705262647797 40.399717291348061,-3.652129905745019 40.399202488334723,-3.653369382705787 40.39839823308494,-3.654538340361618 40.397657353441183,-3.654546468605536 40.397733876558526,-3.65455139717174 40.397819480928028,-3.654551108296738 40.397864482950254,-3.654547295627955 40.397932068176303,-3.65454027462399 40.398004194124169,-3.654531687292258 40.39806728922013,-3.654470002187997 40.398351466028231,-3.654402749941587 40.398671670098409,-3.654361476235277 40.398861080954106,-3.654348073164321 40.398919733873726,-3.654259311335516 40.399221996339662,-3.654193186214244 40.399389056554526,-3.654112032344626 40.399569719877064,-3.654022908773622 40.399754914740704,-3.653836226436626 40.40014334308507,-3.653769430228564 40.400278870535445,-3.653717300434915 40.400373724604364,-3.653664315895815 40.400455150938328,-3.65361316783455 40.400532012774754,-3.652705262647797 40.399717291348061)));2807913179
MULTIPOLYGON (((-3.652705262647797 40.399717291348061,-3.65361316783455 40.400532012774754,-3.653511018689331 40.400667702967382,-3.653358410629689 40.400844250601139,-3.653301086527828 40.400898633497469,-3.653183650875831 40.401016400608825,-3.653171688180332 40.40103451337724,-3.653089489337218 40.401102527781134,-3.65300148928014 40.401184114637537,-3.652735607673729 40.401446872953933,-3.652467104238889 40.401673613626166,-3.652295148215467 40.401791669446112,-3.652056704010386 40.401581306351957,-3.651665550313572 40.401232169051575,-3.65163512345355 40.401205295266529,-3.651285613129765 40.400896459222544,-3.651078735104273 40.400708425454901,-3.651453851462191 40.400467601655357,-3.651540612821183 40.400417554736684,-3.65180952490208 40.400654775351342,-3.652024744733688 40.400518431985709,-3.651835376498537 40.400316782692961,-3.652705262647797 40.399717291348061)));2807913180
MULTIPOLYGON (((-3.65134196588891 40.402351125587259,-3.651834609872989 40.402073585051298,-3.652154643718832 40.401887092487144,-3.652295148215467 40.401791669446112,-3.652467104238889 40.401673613626166,-3.652735607673729 40.401446872953933,-3.65300148928014 40.401184114637537,-3.653089489337218 40.401102527781134,-3.653171688180332 40.40103451337724,-3.653183650875831 40.401016400608825,-3.653301086527828 40.400898633497469,-3.653358410629689 40.400844250601139,-3.653511018689331 40.400667702967382,-3.65361316783455 40.400532012774754,-3.653881827391136 40.400629555866594,-3.654654459925548 40.400900015944778,-3.654946698069349 40.401001946510398,-3.655380174165627 40.401157154687724,-3.655887888635481 40.401334473654565,-3.655943731762129 40.401356666061915,-3.656012163607763 40.401387792497339,-3.656054715220343 40.401410097196901,-3.656091374684255 40.401432399277766,-3.656124745738384 40.401454759646953,-3.656156311263854 40.401481590648054,-3.656187152153922 40.40150842935634,-3.656202342151211 40.401521901817389,-3.656229170745913 40.401548764185499,-3.656290269102219 40.401624986484869,-3.656335364651855 40.401755345059676,-3.656341110174488 40.40177785856941,-3.65634931774435 40.401822848370003,-3.656352651645783 40.401863383817876,-3.656351437605545 40.401894904470254,-3.656347329653034 40.401926459567754,-3.65634134091617 40.401953526206668,-3.656336523896277 40.401989607886371,-3.656309954783874 40.40206180430777,-3.656300660490226 40.402088870787644,-3.656275518468321 40.402152095065908,-3.656267606637541 40.402174689697354,-3.656216123521268 40.402296604461107,-3.656186569135079 40.402359817723287,-3.656155090653531 40.402418577897585,-3.656122116224257 40.40247729249716,-3.656109173654451 40.402504393175747,-3.656062082957098 40.402585733077565,-3.656004019740965 40.40267619384089,-3.655956431230443 40.402744031012588,-3.655921260838336 40.402798235452813,-3.655880182641421 40.402852545466345,-3.655859446072345 40.402879694830808,-3.655816846298399 40.402933995433898,-3.655766590200353 40.402992807946433,-3.655660256116323 40.403110550603472,-3.655592778056212 40.403183001339926,-3.655437028960127 40.403337042252531,-3.655246650467288 40.403491260282678,-3.654307825120711 40.404239850864798,-3.654179859823202 40.404339655857342,-3.653997885252718 40.404484856634667,-3.653914576509447 40.404552872464684,-3.653743732133437 40.404441231396333,-3.653634313050486 40.404365280956902,-3.6535238425731 40.404284776861168,-3.653470046298433 40.404244579704148,-3.653428879677085 40.404213261666776,-3.653349812289505 40.404150644030601,-3.65326703057416 40.404083524768097,-3.653197952994101 40.404025373141359,-3.653122577882066 40.403958211030329,-3.652915658301584 40.403774704372445,-3.65281280873166 40.403680687979531,-3.652626271931905 40.403510552300219,-3.652586533542015 40.403479261932098,-3.652544129696857 40.403434445947951,-3.652495878534686 40.403394162980099,-3.652386640144886 40.403295714650305,-3.6523271818758 40.403241990234029,-3.652126954867147 40.403058407437648,-3.651921916607743 40.402879392890185,-3.651826448669779 40.402789834015415,-3.651701220367586 40.402677915597323,-3.651612449748598 40.402597359405171,-3.65134196588891 40.402351125587259)));2807913181
MULTIPOLYGON (((-3.656290269102219 40.401624986484869,-3.656229170745913 40.401548764185499,-3.656202342151211 40.401521901817389,-3.656187152153922 40.40150842935634,-3.656156311263854 40.401481590648054,-3.656124745738384 40.401454759646953,-3.656091374684255 40.401432399277766,-3.656054715220343 40.401410097196901,-3.656012163607763 40.401387792497339,-3.655943731762129 40.401356666061915,-3.655887888635481 40.401334473654565,-3.655380174165627 40.401157154687724,-3.654946698069349 40.401001946510398,-3.654654459925548 40.400900015944778,-3.653881827391136 40.400629555866594,-3.65361316783455 40.400532012774754,-3.653664315895815 40.400455150938328,-3.653717300434915 40.400373724604364,-3.653769430228564 40.400278870535445,-3.653836226436626 40.40014334308507,-3.654022908773622 40.399754914740704,-3.654112032344626 40.399569719877064,-3.654193186214244 40.399389056554526,-3.654259311335516 40.399221996339662,-3.654348073164321 40.398919733873726,-3.654361476235277 40.398861080954106,-3.654402749941587 40.398671670098409,-3.654470002187997 40.398351466028231,-3.654531687292258 40.39806728922013,-3.65454027462399 40.398004194124169,-3.654547295627955 40.397932068176303,-3.65475220771213 40.397759782244684,-3.654882543123892 40.397641922415723,-3.654933608812696 40.397592074200894,-3.654962430989142 40.397560397160746,-3.654988575469394 40.397524176683341,-3.655023427804924 40.397474438286565,-3.655046680070566 40.397438292738606,-3.655057782412992 40.39741116204091,-3.655069594574041 40.397375081297319,-3.655077337664342 40.397334483025055,-3.655081723962247 40.397293921787636,-3.655081844926374 40.397266889336201,-3.65507642985064 40.3972083555417,-3.655066048428484 40.397163359909293,-3.655047162565346 40.397109461024634,-3.655029126859886 40.397073490809916,-3.655008982669044 40.397046595678241,-3.654987680000311 40.397015183642225,-3.654968691752183 40.396992781994605,-3.654924453298206 40.396947954697417,-3.657180628706889 40.397633408418315,-3.657268548440391 40.397889652322213,-3.65743229648879 40.397992341214845,-3.657684411281119 40.398053991808602,-3.657632715633061 40.398153367754674,-3.657357300458431 40.398686456321627,-3.657180913641454 40.399029831184066,-3.656943856182187 40.399495119048929,-3.656752630798163 40.399861100231398,-3.656878581037281 40.399900886012404,-3.65763012648553 40.400121869045499,-3.657764617889792 40.400166159370201,-3.657710725723799 40.400270047850064,-3.657395571872937 40.40088449364633,-3.657390968597552 40.400902506448162,-3.657356249380996 40.400965807943926,-3.656888131698775 40.40186935381498,-3.656290269102219 40.401624986484869)));2807913182
MULTIPOLYGON (((-3.657764617889792 40.400166159370201,-3.657819576115195 40.400062246780642,-3.658144981870578 40.399443242270443,-3.6581992380059 40.399339351504508,-3.658253762230483 40.399230941130213,-3.658632197325937 40.398499063871363,-3.658682418514863 40.398399659849886,-3.65929203039993 40.398571879830072,-3.659674123895073 40.398704818814601,-3.660029856268547 40.398819920372517,-3.66068855793487 40.399000857314576,-3.660838900083631 40.399049536421032,-3.66071854296267 40.39939257836923,-3.660699193360176 40.399487285198695,-3.66068485802799 40.399563935298652,-3.660588410353781 40.400059978634104,-3.660564502423032 40.400177242284002,-3.660534000054339 40.400330558300254,-3.660481329457189 40.400596636064265,-3.660451822030191 40.400740982330525,-3.660415415750577 40.400934863875314,-3.65987676707581 40.400798318239808,-3.658917249328052 40.400510965302885,-3.658786541255866 40.400471117868172,-3.658715995175605 40.400453550268992,-3.658653559053785 40.400431396753753,-3.657900856579515 40.40020592244236,-3.657764617889792 40.400166159370201)));2807913183
MULTIPOLYGON (((-3.653914576509447 40.404552872464684,-3.653997885252718 40.404484856634667,-3.654179859823202 40.404339655857342,-3.654307825120711 40.404239850864798,-3.655246650467288 40.403491260282678,-3.655437028960127 40.403337042252531,-3.655592778056212 40.403183001339926,-3.655660256116323 40.403110550603472,-3.655766590200353 40.402992807946433,-3.655816846298399 40.402933995433898,-3.655859446072345 40.402879694830808,-3.655880182641421 40.402852545466345,-3.655921260838336 40.402798235452813,-3.655956431230443 40.402744031012588,-3.656004019740965 40.40267619384089,-3.656062082957098 40.402585733077565,-3.656109173654451 40.402504393175747,-3.656122116224257 40.40247729249716,-3.656155090653531 40.402418577897585,-3.656186569135079 40.402359817723287,-3.656216123521268 40.402296604461107,-3.656267606637541 40.402174689697354,-3.656275518468321 40.402152095065908,-3.656300660490226 40.402088870787644,-3.656309954783874 40.40206180430777,-3.656336523896277 40.401989607886371,-3.65634134091617 40.401953526206668,-3.656347329653034 40.401926459567754,-3.656351437605545 40.401894904470254,-3.656352651645783 40.401863383817876,-3.65634931774435 40.401822848370003,-3.656341110174488 40.40177785856941,-3.656335364651855 40.401755345059676,-3.656290269102219 40.401624986484869,-3.656888131698775 40.40186935381498,-3.657930569171764 40.402165257181863,-3.65961286254706 40.40258359645334,-3.659922537573095 40.40273499275996,-3.660102420627211 40.403013237437506,-3.660044771744172 40.403256838636395,-3.65992021477723 40.403514290256304,-3.659700431688188 40.403862393860443,-3.659481794816674 40.404251012412701,-3.659415578584 40.404368530565073,-3.659200915653599 40.404757126796859,-3.659002663138556 40.405118651407584,-3.658893337839861 40.405317468675285,-3.658893600074907 40.405344481789186,-3.658858468158082 40.405705041316942,-3.65883898862429 40.40585829394314,-3.657988234800464 40.40578205594727,-3.65757544898757 40.405748399511424,-3.657366826220662 40.405731542426736,-3.65711132382704 40.40570147833003,-3.657001838994361 40.4056885724738,-3.656897767623539 40.405671116806943,-3.65665132982367 40.405623013577213,-3.656360116469189 40.405561577420997,-3.656188467409192 40.405521995538848,-3.656023820728065 40.405477873638986,-3.655774538654141 40.405407234059254,-3.655756830072334 40.405402816442972,-3.655640742636109 40.40535843209792,-3.655425325803983 40.405283082576247,-3.655357313438227 40.405260958014928,-3.655280111100474 40.405234326904349,-3.655232830013263 40.405216603728867,-3.655198722319115 40.405198773453563,-3.655046424656361 40.405136589055559,-3.654935864796448 40.405092154665113,-3.654803046693537 40.405029824468642,-3.654684339525102 40.404976435909127,-3.654486738004472 40.404878470074358,-3.654374167388716 40.404820541920245,-3.654133907870801 40.404686785091734,-3.653914576509447 40.404552872464684)));2807913184
MULTIPOLYGON (((-3.659200915653599 40.404757126796859,-3.659415578584 40.404368530565073,-3.659481794816674 40.404251012412701,-3.659700431688188 40.403862393860443,-3.65992021477723 40.403514290256304,-3.660044771744172 40.403256838636395,-3.660102420627211 40.403013237437506,-3.660815916161968 40.403144301675162,-3.661649506564245 40.403351284818115,-3.661402776361991 40.404109447051709,-3.661392118609456 40.404150062366206,-3.661259647669282 40.404610261217684,-3.661219452932109 40.404754645277706,-3.661142977553412 40.405029887265265,-3.661132318933765 40.40507044399606,-3.659955992641929 40.404878955524801,-3.659883652968281 40.404865880913867,-3.659783054526754 40.404852948593536,-3.65926512755259 40.404765784182381,-3.659200915653599 40.404757126796859)));2807913185
MULTIPOLYGON (((-3.65883898862429 40.40585829394314,-3.658858468158082 40.405705041316942,-3.658893600074907 40.405344481789186,-3.658893337839861 40.405317468675285,-3.659002663138556 40.405118651407584,-3.659200915653599 40.404757126796859,-3.65926512755259 40.404765784182381,-3.659783054526754 40.404852948593536,-3.659883652968281 40.404865880913867,-3.659955992641929 40.404878955524801,-3.661132318933765 40.40507044399606,-3.661142977553412 40.405029887265265,-3.661219452932109 40.404754645277706,-3.661259647669282 40.404610261217684,-3.661392118609456 40.404150062366206,-3.661402776361991 40.404109447051709,-3.661649506564245 40.403351284818115,-3.660815916161968 40.403144301675162,-3.660875498541583 40.402945783976143,-3.66095149195206 40.402693072022601,-3.661070027262257 40.402165389472465,-3.661093678071069 40.4020616174219,-3.661812513901314 40.402282759214522,-3.6620212420381 40.402277066992852,-3.662595449982003 40.402399911310901,-3.662654212831347 40.402422102653702,-3.663315566317383 40.402566954901857,-3.663706738590502 40.402650345966073,-3.66378957891785 40.402685849070458,-3.663538022355855 40.402867481673482,-3.663188030783388 40.403117259038261,-3.663218430442377 40.403175626547807,-3.663251923067695 40.403472749238432,-3.663322840282641 40.40409396857833,-3.663354007272271 40.404346045649675,-3.663372837028165 40.40449909727873,-3.663993429444299 40.405067624745548,-3.664311722986156 40.404890113229087,-3.66468195904627 40.404676301993113,-3.665025438112723 40.404480616567987,-3.665283111911108 40.404316955615585,-3.66548624782187 40.404153628716699,-3.665676178826184 40.403990390996093,-3.665769149116138 40.403895225300587,-3.665923083306966 40.403745717054115,-3.666334343443477 40.403135254140828,-3.666933495835318 40.403361521247049,-3.666929195174813 40.403370550623194,-3.666868786952842 40.403483498957286,-3.666811392770491 40.403600956935847,-3.66674806800359 40.403713962563842,-3.666669446884525 40.403845047471982,-3.666632085623243 40.403903802942345,-3.666587841895439 40.403971626070899,-3.666503261306002 40.404098240681641,-3.666367183806026 40.404225151124926,-3.666227346228771 40.404428656588436,-3.666186154199634 40.404505462038699,-3.666119857931806 40.404618483529035,-3.666066563890901 40.404704385745113,-3.666009172970678 40.404821820764809,-3.665955263022644 40.404921190533386,-3.665709658658602 40.40540913078425,-3.665440845412359 40.405937699828428,-3.665233465439181 40.406344305839191,-3.66462420938143 40.406293743417663,-3.664399046181729 40.406281548193107,-3.662828971326458 40.406164415416029,-3.660425781706749 40.40599793155733,-3.660282724920298 40.405980701613501,-3.65883898862429 40.40585829394314)));2807913186
MULTIPOLYGON (((-3.66378957891785 40.402685849070458,-3.664347292419101 40.40228626013397,-3.664466743773791 40.402186491920439,-3.664526957527476 40.402132087810791,-3.664596275476073 40.402176744700633,-3.664901918449339 40.402364151104855,-3.66495308203451 40.402395425584814,-3.665002305511729 40.402426656244728,-3.66527131857233 40.402591793778441,-3.665319211222024 40.402632055449281,-3.665351478997886 40.402654379851008,-3.665725427189111 40.402895504893692,-3.665888396585236 40.4029531092418,-3.666034648034463 40.402920736926113,-3.666243127881291 40.403072697323765,-3.666334343443477 40.403135254140828,-3.665923083306966 40.403745717054115,-3.665769149116138 40.403895225300587,-3.665676178826184 40.403990390996093,-3.66548624782187 40.404153628716699,-3.665283111911108 40.404316955615585,-3.665025438112723 40.404480616567987,-3.66468195904627 40.404676301993113,-3.664311722986156 40.404890113229087,-3.663993429444299 40.405067624745548,-3.663372837028165 40.40449909727873,-3.663354007272271 40.404346045649675,-3.663322840282641 40.40409396857833,-3.663251923067695 40.403472749238432,-3.663218430442377 40.403175626547807,-3.663188030783388 40.403117259038261,-3.663538022355855 40.402867481673482,-3.66378957891785 40.402685849070458)));2807913187
MULTIPOLYGON (((-3.661812513901314 40.402282759214522,-3.661899532833354 40.401692155693802,-3.66223060757779 40.401280343316465,-3.662261940769492 40.401244146460712,-3.662339953626102 40.401279718808254,-3.663078051236648 40.401437677983559,-3.663617571812526 40.401556235053391,-3.663697294214745 40.401573783017632,-3.664791435672166 40.401801741591441,-3.664854031464611 40.401837396369238,-3.664526957527476 40.402132087810791,-3.664466743773791 40.402186491920439,-3.664347292419101 40.40228626013397,-3.66378957891785 40.402685849070458,-3.663706738590502 40.402650345966073,-3.663315566317383 40.402566954901857,-3.662654212831347 40.402422102653702,-3.662595449982003 40.402399911310901,-3.6620212420381 40.402277066992852,-3.661812513901314 40.402282759214522)));2807913189
MULTIPOLYGON (((-3.666334343443477 40.403135254140828,-3.666243127881291 40.403072697323765,-3.666034648034463 40.402920736926113,-3.665888396585236 40.4029531092418,-3.665725427189111 40.402895504893692,-3.665351478997886 40.402654379851008,-3.665319211222024 40.402632055449281,-3.66527131857233 40.402591793778441,-3.665002305511729 40.402426656244728,-3.66495308203451 40.402395425584814,-3.664901918449339 40.402364151104855,-3.664596275476073 40.402176744700633,-3.664526957527476 40.402132087810791,-3.664854031464611 40.401837396369238,-3.664791435672166 40.401801741591441,-3.663697294214745 40.401573783017632,-3.663617571812526 40.401556235053391,-3.663078051236648 40.401437677983559,-3.662339953626102 40.401279718808254,-3.662261940769492 40.401244146460712,-3.662187546773453 40.401208556938826,-3.661781290428675 40.401012664163225,-3.661709530528637 40.400977055651538,-3.661728802526961 40.400882350024354,-3.661880839688524 40.400647213116372,-3.661900144329465 40.400624575405352,-3.66211028370927 40.400348605250954,-3.662338615040016 40.400045485239126,-3.662492353976075 40.399841904673281,-3.662582162898496 40.39972428643572,-3.662609096849688 40.399692600308676,-3.663009988677567 40.399865957749206,-3.663598188394772 40.400105862923049,-3.663689108477805 40.400141391823745,-3.66422555146203 40.400350023034925,-3.664372657622813 40.400407720686978,-3.664412170920527 40.400421021678447,-3.664448042737186 40.400434302140283,-3.664488354627486 40.400452116569888,-3.664784905635719 40.40057202012477,-3.664879881526014 40.400607511251366,-3.664951150542113 40.400629629521667,-3.6649840388554 40.400638481894134,-3.665025393077924 40.400647230610822,-3.665089162927334 40.400660387352126,-3.665110199558073 40.400664770886792,-3.665131603113209 40.400664648668339,-3.665580634844639 40.40072061029489,-3.665930881858294 40.400763675079823,-3.666057580588789 40.400758405640374,-3.666106483290178 40.40071758848304,-3.666438321750982 40.400422869575593,-3.666620201072464 40.400264181174848,-3.666817677923443 40.400091858286579,-3.66692029457818 40.40000120719391,-3.666961226068512 40.399969404187097,-3.667036379544871 40.399901425089645,-3.667503052338868 40.399497839652604,-3.668099103574531 40.399480876373261,-3.668342402210531 40.399623628225328,-3.667950103609829 40.400206979807855,-3.667763494164168 40.400626997826002,-3.667728958341978 40.400712751981644,-3.667534604202478 40.401358038557085,-3.666933495835318 40.403361521247049,-3.666334343443477 40.403135254140828)));2807913190
MULTIPOLYGON (((-3.660102420627211 40.403013237437506,-3.660098609134636 40.402887131218435,-3.660106071161701 40.402783506753494,-3.660135527535238 40.402364395756933,-3.66013863358485 40.402346386895246,-3.660157528180656 40.402247165648483,-3.660195029943313 40.402048750908492,-3.660407935148649 40.40095741578758,-3.660415415750577 40.400934863875314,-3.660451822030191 40.400740982330525,-3.660481329457189 40.400596636064265,-3.660534000054339 40.400330558300254,-3.660564502423032 40.400177242284002,-3.660588410353781 40.400059978634104,-3.66068485802799 40.399563935298652,-3.660699193360176 40.399487285198695,-3.66071854296267 40.39939257836923,-3.660838900083631 40.399049536421032,-3.661317824529407 40.399145903594558,-3.661440860410079 40.399185774049094,-3.66231095673276 40.399554649644259,-3.662609096849688 40.399692600308676,-3.662582162898496 40.39972428643572,-3.662492353976075 40.399841904673281,-3.662338615040016 40.400045485239126,-3.66211028370927 40.400348605250954,-3.661900144329465 40.400624575405352,-3.661880839688524 40.400647213116372,-3.661728802526961 40.400882350024354,-3.661709530528637 40.400977055651538,-3.661781290428675 40.401012664163225,-3.662187546773453 40.401208556938826,-3.662261940769492 40.401244146460712,-3.66223060757779 40.401280343316465,-3.661899532833354 40.401692155693802,-3.661812513901314 40.402282759214522,-3.661093678071069 40.4020616174219,-3.661070027262257 40.402165389472465,-3.66095149195206 40.402693072022601,-3.660875498541583 40.402945783976143,-3.660815916161968 40.403144301675162,-3.660102420627211 40.403013237437506)));2807913191
MULTIPOLYGON (((-3.662609096849688 40.399692600308676,-3.66231095673276 40.399554649644259,-3.661440860410079 40.399185774049094,-3.661317824529407 40.399145903594558,-3.661579466827867 40.399090368597868,-3.661812192337508 40.398940379730888,-3.661862362814951 40.398908560774245,-3.662069386137479 40.398763223046601,-3.662313371817678 40.398563632249768,-3.662364564053094 40.398527307184679,-3.662408849655228 40.398495540619599,-3.662720654812879 40.398263988084707,-3.662876081166974 40.397925283552219,-3.662984458894432 40.397636335467766,-3.663010067790939 40.397577665618869,-3.663071276267626 40.397590837273185,-3.663600621904264 40.397718438575978,-3.664207101956488 40.397868105388298,-3.664258396338612 40.397881297325092,-3.664256506132984 40.397917376049797,-3.664128092636792 40.398111808971542,-3.664076585366866 40.398152641168153,-3.663965528159806 40.398319941567742,-3.663899551812985 40.398423920348542,-3.663861807164374 40.398482700601775,-3.66382988443111 40.398532442840313,-3.663637437256641 40.398844328443261,-3.663618519995908 40.398871504803026,-3.66360225336377 40.398898607388389,-3.663490600728771 40.399079438770407,-3.663479656887301 40.399092988162806,-3.663458244380927 40.399124678849681,-3.663438959804619 40.399151785214023,-3.663299892816767 40.399386831791013,-3.663272367344157 40.399432044104074,-3.663250973519276 40.399468180625696,-3.663033506879386 40.399825322570173,-3.663009988677567 40.399865957749206,-3.662609096849688 40.399692600308676)));2807913192
MULTIPOLYGON (((-3.663009988677567 40.399865957749206,-3.663033506879386 40.399825322570173,-3.663250973519276 40.399468180625696,-3.663272367344157 40.399432044104074,-3.663299892816767 40.399386831791013,-3.663438959804619 40.399151785214023,-3.663458244380927 40.399124678849681,-3.663494026971552 40.399128960051563,-3.663519866415256 40.399137812751349,-3.664127123285014 40.39929197910115,-3.664161483739182 40.399300822354952,-3.664198394933645 40.399309615810978,-3.664643324829825 40.399433209720172,-3.664896671982511 40.399503806001356,-3.665036578020838 40.399543539574644,-3.665583260422931 40.39971158277276,-3.6656246113806 40.399724835836537,-3.665660103055213 40.399733632491419,-3.666536952945738 40.400003414003365,-3.666740813466525 40.400065286908344,-3.666817677923443 40.400091858286579,-3.666620201072464 40.400264181174848,-3.666438321750982 40.400422869575593,-3.666106483290178 40.40071758848304,-3.666057580588789 40.400758405640374,-3.665930881858294 40.400763675079823,-3.665580634844639 40.40072061029489,-3.665131603113209 40.400664648668339,-3.665110199558073 40.400664770886792,-3.665089162927334 40.400660387352126,-3.665025393077924 40.400647230610822,-3.6649840388554 40.400638481894134,-3.664951150542113 40.400629629521667,-3.664879881526014 40.400607511251366,-3.664784905635719 40.40057202012477,-3.664488354627486 40.400452116569888,-3.664448042737186 40.400434302140283,-3.664412170920527 40.400421021678447,-3.664372657622813 40.400407720686978,-3.66422555146203 40.400350023034925,-3.663689108477805 40.400141391823745,-3.663598188394772 40.400105862923049,-3.663009988677567 40.399865957749206)));2807913193
